state,county,County_name,Civilian_labor_force_2019,Unemployed_2019,Unemployment_rate_2019,State_Abbr,less_than_high_school,high_school_diploma,some_college,bach_degree,CENSUS_2010_POP,ESTIMATES_BASE_2010,POP_ESTIMATE_2019,N_POP_CHG_2019,Births_2019,Deaths_2019,NATURAL_INC_2019,INTERNATIONAL_MIG_2019,DOMESTIC_MIG_2019,NET_MIG_2019,RESIDUAL_2019,GQ_ESTIMATES_2019,R_birth_2019,R_death_2019,R_NATURAL_INC_2019,R_INTERNATIONAL_MIG_2019,R_DOMESTIC_MIG_2019,R_NET_MIG_2019,cases,deaths
13,169,Jones County,13696,434,3.2,GA,2472,7169,5979,3924,28669,28668,28735,55,216,292,-76,0,133,133,-2,306,7.524166159,10.171557955,-2.647391797,0,4.632935644,4.632935644,685,17
13,171,Lamar County,8232,318,3.9,GA,1577,4762,3497,2035,18317,18311,19077,116,215,236,-21,25,113,138,-1,1174,11.304484989,12.408643988,-1.104158999,1.314474999,5.941426994,7.255901993,522,20
13,173,Lanier County,3748,147,3.9,GA,1409,2439,1866,1118,10078,10077,10423,68,116,114,2,-4,70,66,0,260,11.165655982,10.973144672,0.19251131,-0.38502262,6.737895851,6.352873231,362,7
13,175,Laurens County,19142,873,4.6,GA,4696,13706,8280,4916,48434,48435,47546,210,615,561,54,2,155,157,-1,1203,12.963470416,11.825214477,1.138255939,0.042157627,3.267216121,3.309373748,2326,89
13,177,Lee County,14717,449,3.1,GA,1824,5945,6618,4939,28298,28295,29992,241,325,245,80,3,161,164,-3,906,10.879935725,8.201797700,2.678138024,0.100430176,5.389752774,5.490182950,831,30
13,179,Liberty County,26096,977,3.7,GA,3252,11391,14477,6501,63453,63585,61435,829,1361,384,977,-45,-101,-146,-2,1310,22.30397981,6.292967118,16.011012692,-0.737457084,-1.655181455,-2.39263854,1314,25
13,181,Lincoln County,3554,137,3.9,GA,1005,2365,1575,769,7996,7996,7921,-4,75,94,-19,2,14,16,-1,67,9.466111321,11.864192856,-2.398081535,0.252429635,1.767007447,2.019437082,255,7
13,183,Long County,8137,296,3.6,GA,1681,3569,4317,1756,14464,14344,19559,468,270,113,157,1,310,311,0,329,13.971539457,5.847347995,8.124191462,0.051746442,16.041397154,16.093143596,296,4
13,185,Lowndes County,51180,1804,3.5,GA,10001,20161,19905,17185,109233,109248,117406,1097,1643,993,650,112,336,448,-1,6029,14.05985923,8.497529042,5.562330188,0.958432279,2.875296836,3.833729115,5266,87
13,187,Lumpkin County,16719,519,3.1,GA,3270,5843,5679,5251,29966,29953,33610,711,279,300,-21,-13,738,725,7,3052,8.389841976,9.021335458,-0.631493482,-0.390924537,22.192485228,21.801560691,1079,15
13,189,McDuffie County,8852,450,5.1,GA,2550,5795,3996,1962,21875,21867,21312,-220,261,251,10,-11,-220,-231,1,266,12.183736346,11.716926524,0.466809822,-0.513490804,-10.26981608,-10.78330688,773,16
13,191,McIntosh County,6167,219,3.6,GA,1470,4085,3499,1673,14333,14330,14378,56,111,141,-30,-1,86,85,1,71,7.735191638,9.825783972,-2.090592334,-0.069686411,5.993031359,5.923344948,329,8
13,193,Macon County,4693,217,4.6,GA,2604,3259,2874,820,14740,14743,12947,-213,124,160,-36,4,-182,-178,1,1894,9.499367986,12.257249014,-2.757881028,0.306431225,-13.94262075,-13.63618953,286,10
13,195,Madison County,13282,405,3,GA,3323,7534,5406,3582,28120,28167,29880,238,317,308,9,19,212,231,-2,248,10.651523806,10.349114613,0.302409193,0.638419408,7.123416552,7.761835960,894,11
13,197,Marion County,3305,140,4.2,GA,1412,2331,1579,803,8742,8738,8359,-14,86,90,-4,-3,-8,-11,1,76,10.279703562,10.757829309,-0.478125747,-0.35859431,-0.956251494,-1.314845804,229,9
13,199,Meriwether County,8911,401,4.5,GA,3079,5740,4250,1692,21992,21978,21167,73,239,268,-29,0,102,102,0,246,11.310664679,12.683088427,-1.372423748,0,4.827145595,4.827145595,700,16
13,201,Miller County,2749,90,3.3,GA,744,1596,1339,515,6125,6127,5718,34,69,85,-16,0,49,49,1,127,12.1031398,14.909664971,-2.806525171,0,8.594983336,8.594983336,349,2
13,205,Mitchell County,8445,385,4.6,GA,3873,5842,3900,1696,23498,23501,21863,-272,245,236,9,8,-289,-281,0,2109,11.136869858,10.727760353,0.409109505,0.363652893,-13.13696077,-12.77330788,895,46
13,207,Monroe County,12995,421,3.2,GA,2858,6461,4724,5008,26424,26167,27578,75,241,342,-101,-8,187,179,-3,1154,8.750748897,12.418075198,-3.667326301,-0.290481291,6.790000182,6.499518890,875,55
13,209,Montgomery County,3807,200,5.3,GA,1093,2330,1703,842,9123,9181,9172,4,102,86,16,3,-14,-11,-1,806,11.123227917,9.378407852,1.744820065,0.327153762,-1.526717557,-1.199563795,405,10
13,211,Morgan County,9240,287,3.1,GA,1691,4357,3877,2613,17868,17871,19276,445,215,172,43,1,399,400,2,163,11.28401606,9.027212848,2.256803212,0.052483796,20.941034456,20.993518251,677,6
13,213,Murray County,15505,780,5,GA,8051,9922,5826,2464,39628,39628,40096,153,475,416,59,21,76,97,-3,272,11.869213758,10.39493247,1.474281288,0.524744187,1.899074201,2.423818388,1118,10
13,215,Muscogee County,77490,3513,4.5,GA,16128,34761,43169,33352,189885,190570,195769,1600,2774,1922,852,204,544,748,0,6728,14.227902897,9.857977422,4.369925475,1.046320184,2.790187158,3.836507342,6601,175
13,217,Newton County,52197,2010,3.9,GA,9646,22876,22158,13311,99958,99967,111744,2323,1373,906,467,37,1822,1859,-3,1649,12.41606945,8.192978093,4.223091357,0.334591821,16.476386408,16.810978229,3196,96
13,219,Oconee County,19510,496,2.5,GA,1327,4752,5739,12366,32808,32831,40280,802,359,249,110,4,693,697,-5,146,9.002231751,6.243887760,2.758343991,0.100303418,17.377567141,17.477870558,1131,31
13,221,Oglethorpe County,6929,223,3.2,GA,2184,3878,2737,1790,14899,14881,15259,179,163,154,9,3,166,169,1,217,10.745245394,10.151949636,0.593295758,0.197765253,10.943010646,11.140775899,469,13
13,223,Paulding County,85916,2519,2.9,GA,9937,33200,32891,24204,142324,142397,168667,4614,1860,1079,781,5,3820,3825,8,530,11.180572253,6.485934119,4.694638134,0.030055302,22.962250541,22.992305843,3735,61
13,225,Peach County,11826,483,4.1,GA,2789,5059,6183,3384,27695,27807,27546,183,339,283,56,11,119,130,-3,1438,12.347702562,10.307964086,2.039738476,0.400662915,4.334444262,4.735107177,881,26
13,227,Pickens County,15271,455,3,GA,3376,6492,7160,5298,29431,29404,32591,577,297,349,-52,2,625,627,2,398,9.194334804,10.804117328,-1.609782525,0.061914713,19.348347651,19.410262364,863,10
13,229,Pierce County,8698,294,3.4,GA,2119,5718,3600,1550,18758,18760,19465,77,263,226,37,-8,47,39,1,149,13.538208118,11.633593288,1.904614830,-0.411808612,2.419375595,2.007566983,1062,24
13,231,Pike County,8899,268,3,GA,1599,5019,3701,1957,17869,17873,18962,315,205,189,16,0,299,299,0,259,10.901645883,10.050785716,0.850860166,0,15.900449361,15.900449361,599,11
13,233,Polk County,18429,668,3.6,GA,5737,10864,7472,3345,41475,41495,42613,267,580,489,91,-5,181,176,0,385,13.653644699,11.511434927,2.142209772,-0.117703834,4.260878777,4.143174943,1874,29
13,235,Pulaski County,4052,156,3.8,GA,1627,3118,2532,1032,12010,11999,11137,57,92,114,-22,-2,79,77,2,1240,8.281946257,10.262411667,-1.980465409,-0.18004231,7.111671243,6.931628933,399,23
13,237,Putnam County,8185,354,4.3,GA,2260,5803,3982,3438,21218,21218,22119,299,212,276,-64,3,357,360,3,157,9.649741687,12.562871253,-2.913129566,0.136552948,16.24980086,16.386353809,879,27
13,239,Quitman County,800,40,5,GA,562,594,419,158,2513,2510,2299,39,16,24,-8,0,46,46,1,0,7.019083132,10.528624698,-3.509541566,0,20.179864005,20.179864005,57,1
13,241,Rabun County,7152,252,3.5,GA,1978,4269,3194,3110,16276,16273,17137,280,144,212,-68,0,347,347,1,448,8.472083309,12.472789316,-4.000706007,0,20.415367418,20.415367418,440,11
13,243,Randolph County,2527,122,4.8,GA,1129,1737,1260,545,7719,7721,6778,-34,63,71,-8,-1,-25,-26,0,350,9.271523179,10.448859455,-1.177336277,-0.147167035,-3.679175865,-3.826342899,356,30
13,245,Richmond County,85085,3843,4.5,GA,21762,40319,41090,27954,200549,200594,202518,851,2893,2040,853,82,-76,6,-8,12933,14.315226938,10.094387471,4.220839467,0.405754791,-0.376065416,0.029689375,8466,185
13,247,Rockdale County,44751,1690,3.8,GA,6844,18340,17555,15399,85215,85169,90896,391,971,750,221,38,136,174,-4,766,10.705563916,8.268973159,2.436590757,0.418961307,1.499440466,1.918401773,2272,41
13,249,Schley County,2200,85,3.9,GA,534,1202,1229,440,5010,5013,5257,27,46,38,8,12,7,19,0,0,8.772766282,7.247067798,1.525698484,2.288547726,1.334986173,3.623533899,142,2
13,251,Screven County,5088,275,5.4,GA,1631,4118,2525,1369,14593,14594,13966,6,196,176,20,3,-17,-14,0,479,14.037098045,12.604741101,1.432356943,0.214853541,-1.217503402,-1.00264986,484,11
13,253,Seminole County,3037,134,4.4,GA,859,2346,1868,856,8729,8729,8090,-180,94,116,-22,-1,-157,-158,0,53,11.491442543,14.180929095,-2.689486553,-0.122249389,-19.19315403,-19.31540342,412,11
13,255,Spalding County,28675,1145,4,GA,7968,17293,11441,7211,64073,64109,66703,596,824,827,-3,3,595,598,1,1384,12.408704164,12.453881485,-0.045177321,0.045177321,8.960168662,9.005345983,1898,63
13,257,Stephens County,10685,412,3.9,GA,2856,6343,4260,3826,26175,26153,25925,-82,317,356,-39,0,-42,-42,-1,567,12.208272356,13.710236463,-1.501964107,0,-1.617499807,-1.617499807,1303,42
13,259,Stewart County,2396,100,4.2,GA,1292,1923,827,512,6058,6060,6621,186,34,62,-28,170,45,215,-1,1701,5.208333333,9.497549020,-4.289215686,26.041666667,6.893382353,32.93504902,613,16
13,261,Sumter County,12686,609,4.8,GA,3683,6333,5496,3548,32819,32815,29524,-272,377,339,38,27,-340,-313,3,1685,12.71072151,11.429534727,1.281186783,0.910316925,-11.46325017,-10.55293324,1138,68
13,263,Talbot County,2819,126,4.5,GA,926,2108,1148,572,6865,6890,6195,-95,63,91,-28,0,-67,-67,0,0,10.092110533,14.577492992,-4.485382459,0,-10.73287946,-10.73287946,202,8
13,265,Taliaferro County,567,28,4.9,GA,372,617,212,90,1717,1717,1537,-75,13,27,-14,1,-62,-61,0,7,8.256589394,17.148301048,-8.891711654,0.635122261,-39.37758018,-38.74245792,32,0
13,267,Tattnall County,9560,366,3.8,GA,4381,6976,4129,2346,25520,25510,25286,-199,254,245,9,32,-242,-210,2,4452,10.005711922,9.651178823,0.354533100,1.260562132,-9.533001123,-8.272438991,1012,16
13,269,Taylor County,3074,124,4,GA,1232,2123,1673,635,8906,8909,8020,0,86,83,3,0,-2,-2,-1,148,10.72319202,10.349127182,0.374064838,0,-0.249376559,-0.249376559,290,12
13,271,Telfair County,4107,391,9.5,GA,3607,5573,1952,1015,16500,16490,15860,-114,137,156,-19,50,-146,-96,1,3143,8.607149589,9.800841867,-1.193692279,3.141295470,-9.172582773,-6.031287303,605,24
13,273,Terrell County,3510,177,5,GA,1424,1942,1967,746,9315,9507,8531,-56,98,115,-17,0,-38,-38,-1,268,11.44993574,13.436149083,-1.986213343,0,-4.439771001,-4.439771001,378,32
13,275,Thomas County,16470,663,4,GA,5290,9393,8727,7021,44720,44723,44451,117,531,516,15,18,87,105,-3,662,11.96147998,11.623585065,0.337894915,0.405473898,1.959790505,2.365264403,1746,71
13,277,Tift County,19751,663,3.4,GA,4705,8886,7942,4257,40118,40136,40644,102,554,419,135,-4,-30,-34,1,1587,13.647673244,10.321976695,3.325696549,-0.098539157,-0.739043677,-0.837582834,2132,65
13,279,Toombs County,11655,576,4.9,GA,3362,6784,4696,2790,27223,27170,26830,-72,372,308,64,-17,-118,-135,-1,390,13.846497432,11.464304325,2.382193106,-0.632770044,-4.39216854,-5.024938584,1572,57
13,281,Towns County,3893,188,4.8,GA,902,2564,2682,2185,10471,10477,12037,171,94,181,-87,4,253,257,1,1166,7.865121533,15.144542526,-7.279420993,0.334686023,21.168890934,21.503576957,460,13
13,283,Treutlen County,2642,139,5.3,GA,1207,1839,1037,644,6885,6883,6901,88,71,74,-3,6,85,91,0,498,10.354382383,10.791891498,-0.437509115,0.875018229,12.396091585,13.271109815,359,12
13,285,Troup County,37304,1187,3.2,GA,7783,15590,13662,8389,67044,67040,69922,-156,886,763,123,94,-377,-283,4,2159,12.657142857,10.9,1.757142857,1.342857143,-5.385714286,-4.042857143,3466,109
13,287,Turner County,3139,120,3.8,GA,966,2216,1615,685,8930,8933,7985,77,111,92,19,0,59,59,-1,392,13.968413767,11.577424023,2.390989744,0,7.424652363,7.424652363,385,24
13,289,Twiggs County,2878,156,5.4,GA,1770,2283,1441,571,9023,9026,8120,-54,72,141,-69,14,2,16,-1,106,8.837608936,17.306984166,-8.46937523,1.718423960,0.245489137,1.963913097,229,10
13,291,Union County,10274,321,3.1,GA,1958,6053,5721,3971,21356,21358,24511,606,167,305,-138,-6,747,741,3,296,6.898545935,12.59914078,-5.700594845,-0.24785195,30.857567746,30.609715796,918,26
13,293,Upson County,11320,404,3.6,GA,3612,6454,5437,2470,27153,27149,26320,135,306,400,-94,-4,238,234,-5,414,11.656032759,15.236644129,-3.58061137,-0.152366441,9.065803257,8.913436816,1277,70
13,295,Walker County,31358,1116,3.6,GA,8731,17461,14315,7662,68756,68738,69761,318,745,835,-90,18,391,409,-1,1353,10.70371541,11.996781702,-1.293066291,0.258613258,5.617654665,5.876267923,1965,46
13,297,Walton County,46011,1410,3.1,GA,7618,22584,17676,11885,83768,83806,94593,1391,1174,937,237,-9,1162,1153,1,791,12.502995287,9.978966426,2.524028861,-0.095849197,12.375196358,12.27934716,2666,70
13,299,Ware County,15555,569,3.7,GA,4127,9879,6815,3358,36312,36298,35734,147,476,455,21,-6,133,127,-1,2468,13.348102242,12.759215378,0.588886864,-0.16825339,3.729616803,3.561363413,2330,65
13,301,Warren County,2821,128,4.5,GA,1038,1664,695,527,5834,5834,5254,7,61,68,-7,1,13,14,0,89,11.617941148,12.95114751,-1.333206361,0.190458052,2.475954671,2.666412723,190,6
13,303,Washington County,7013,291,4.1,GA,2805,6012,3344,1975,21187,21182,20374,-36,219,227,-8,1,-28,-27,-1,1878,10.739505689,11.131816399,-0.39231071,0.049038839,-1.373087485,-1.324048647,864,13
13,305,Wayne County,11403,456,4,GA,3626,8132,5713,2579,30099,30097,29927,117,360,358,2,8,108,116,-1,2065,12.052831578,11.985871403,0.066960175,0.267840702,3.615849473,3.883690175,1403,33
13,307,Webster County,1007,50,5,GA,405,809,379,211,2799,2799,2607,1,23,22,1,0,0,0,0,0,8.824093612,8.440437368,0.383656244,0,0,0,55,2
13,309,Wheeler County,1610,120,7.5,GA,1208,2672,901,703,7421,7431,7855,-43,64,63,1,0,-44,-44,0,2511,8.125436425,7.998476481,0.126959944,0,-5.586237542,-5.586237542,411,17
13,311,White County,16266,430,2.6,GA,3059,6477,6595,4383,27144,27139,30798,810,288,316,-28,2,830,832,6,822,9.475866153,10.397130918,-0.921264765,0.065804626,27.308919817,27.374724443,1032,24
13,313,Whitfield County,43564,1927,4.4,GA,20409,19304,16488,10491,102599,102605,104628,379,1305,837,468,41,-130,-89,0,1126,12.495392025,8.014285920,4.481106106,0.392575535,-1.244751696,-0.852176161,5727,64
13,315,Wilcox County,2695,120,4.5,GA,1123,3069,1425,720,9255,9256,8635,-192,78,88,-10,1,-184,-183,1,1854,8.933684572,10.079028748,-1.145344176,0.114534418,-21.07433284,-20.95979842,318,25
13,317,Wilkes County,3823,173,4.5,GA,1362,3122,1607,876,10593,10593,9777,-87,95,147,-52,6,-39,-33,-2,183,9.673641872,14.968687949,-5.295046077,0.610966855,-3.971284558,-3.360317703,333,7
13,319,Wilkinson County,3959,151,3.8,GA,976,3288,1355,668,9563,9570,8954,-89,104,127,-23,0,-65,-65,-1,180,11.557481803,14.113463355,-2.555981552,0,-7.223426127,-7.223426127,385,17
13,321,Worth County,8897,345,3.9,GA,2659,5932,4124,1470,21679,21667,20247,-55,213,230,-17,0,-38,-38,0,177,10.505807788,11.34429949,-0.838491701,0,-1.874275568,-1.874275568,673,35
15,001,Hawaii County,91161,3143,3.4,HI,10552,42529,45412,41196,185079,185076,201513,4,2237,2003,234,427,-643,-216,-14,3741,11.101130956,9.939904025,1.161226931,2.118991023,-3.190892805,-1.071901782,1311,31
15,003,Honolulu County,450562,11626,2.6,HI,56632,178520,211878,233677,953207,953206,974563,-5295,12013,8595,3418,3736,-12427,-8691,-22,35133,12.293154853,8.795443766,3.497711087,3.823127156,-12.71680974,-8.893682579,13266,170
15,007,Kauai County,36536,978,2.7,HI,4162,15243,16323,14968,67091,67095,72293,125,794,704,90,269,-230,39,-4,1179,10.992586234,9.746575200,1.246011034,3.724188535,-3.184250421,0.539938115,65,0
15,009,Maui County,86733,2272,2.6,HI,9341,37322,39405,31138,154834,154840,167417,445,1834,1446,388,582,-517,65,-8,2862,10.969260352,8.648609853,2.320650500,3.480975750,-3.09220698,0.388768769,645,17
16,001,Ada County,254224,6369,2.5,ID,14497,68554,102595,112640,392365,392372,481587,12823,4980,3055,1925,26,10815,10841,57,11386,10.480338317,6.429203526,4.051134791,0.054716626,22.760011827,22.814728453,17451,181
16,003,Adams County,1721,117,6.8,ID,318,1154,1009,584,3976,3978,4294,60,31,27,4,1,56,57,-1,21,7.270168855,6.332082552,0.938086304,0.234521576,13.133208255,13.367729831,65,2
16,005,Bannock County,42752,1206,2.8,ID,4351,14134,20383,14549,82839,82842,87808,1134,1170,709,461,66,606,672,1,2016,13.411125503,8.126912805,5.284212698,0.756525028,6.946275261,7.702800289,2772,14
16,007,Bear Lake County,2978,87,2.9,ID,244,1523,1360,795,5986,5986,6125,81,77,63,14,2,65,67,0,31,12.65510724,10.354178651,2.300928589,0.328704084,10.682882735,11.011586819,77,1
16,009,Benewah County,4109,215,5.2,ID,748,2484,2184,967,9285,9283,9298,80,96,99,-3,1,81,82,1,70,10.36941024,10.69345431,-0.32404407,0.10801469,8.749189890,8.857204580,188,3
16,011,Bingham County,23817,635,2.7,ID,3386,8153,10006,5619,45607,45605,46811,682,593,377,216,8,461,469,-3,322,12.760921024,8.112760921,4.648160103,0.172154078,9.920378739,10.092532817,1674,23
16,013,Blaine County,12318,323,2.6,ID,1788,3399,4335,5892,21376,21377,23021,250,192,106,86,119,45,164,0,274,8.385744235,4.629629630,3.756114605,5.197414396,1.965408805,7.162823201,916,7
16,015,Boise County,3516,151,4.3,ID,346,1512,2162,1502,7028,7027,7831,176,59,58,1,1,174,175,0,34,7.619785613,7.490636704,0.129148909,0.129148909,22.471910112,22.601059021,87,2
16,017,Bonner County,20058,836,4.2,ID,2891,9619,11772,7305,40877,40877,45739,1034,426,438,-12,-13,1057,1044,2,348,9.420193711,9.685551280,-0.265357569,-0.2874707,23.373579231,23.086108531,527,2
16,019,Bonneville County,57042,1364,2.4,ID,5624,17700,24084,20381,104234,104294,119062,2618,1876,863,1013,-33,1633,1600,5,1225,15.931653546,7.328900325,8.602753221,-0.280247637,13.868011855,13.587764218,4803,38
16,021,Boundary County,5376,238,4.4,ID,641,3306,2568,1529,10972,10972,12245,229,134,132,2,2,225,227,0,77,11.046535592,10.881661927,0.164873666,0.164873666,18.548287375,18.71316104,203,1
16,023,Butte County,1397,37,2.6,ID,97,716,776,353,2891,2893,2597,10,30,26,4,0,7,7,-1,18,11.574074074,10.030864198,1.543209876,0,2.700617284,2.700617284,104,0
16,025,Camas County,695,19,2.7,ID,39,232,220,119,1117,1117,1106,-15,10,6,4,0,-18,-18,-1,0,8.980691513,5.388414908,3.592276605,0,-16.16524472,-16.16524472,41,0
16,027,Canyon County,104402,3344,3.2,ID,19989,41573,44561,23741,188923,188922,229849,6613,3099,1547,1552,-96,5132,5036,25,3304,13.679552402,6.828740744,6.850811658,-0.423761546,22.653585972,22.229824426,10417,111
16,029,Caribou County,4135,110,2.7,ID,344,1439,1759,878,6963,6963,7155,118,98,60,38,7,73,80,0,32,13.81059752,8.455467869,5.355129651,0.986471251,10.287485908,11.273957159,306,4
16,031,Cassia County,12215,295,2.4,ID,2440,4164,4718,2583,22952,22964,24030,239,391,185,206,3,31,34,-1,278,16.352648418,7.737186592,8.615461826,0.125467891,1.296501537,1.421969428,1469,9
16,033,Clark County,378,14,3.7,ID,232,140,128,92,982,982,845,-6,8,2,6,2,-14,-12,0,2,9.433962264,2.358490566,7.075471698,2.358490566,-16.50943396,-14.1509434,40,0
16,035,Clearwater County,2905,197,6.8,ID,700,2330,2527,1129,8761,8761,8756,-2,72,96,-24,0,22,22,0,742,8.221993833,10.962658445,-2.740664611,0,2.512275894,2.512275894,149,0
16,037,Custer County,2228,94,4.2,ID,335,944,1156,729,4368,4366,4315,65,33,38,-5,0,69,69,1,21,7.705779334,8.873321658,-1.167542323,0,16.112084063,16.112084063,98,1
16,039,Elmore County,11547,378,3.3,ID,1738,4582,7346,2690,27038,27040,27511,149,456,195,261,40,-153,-113,1,724,16.620195725,7.107320540,9.512875185,1.457911906,-5.576513039,-4.118601134,581,4
16,041,Franklin County,7041,165,2.3,ID,694,2869,2909,1427,12786,12786,13876,172,202,105,97,-14,90,76,-1,102,14.648295867,7.614213198,7.034082669,-1.015228426,6.526468455,5.511240029,394,2
16,043,Fremont County,7870,184,2.3,ID,1016,2646,2876,1726,13242,13237,13099,-56,183,92,91,5,-151,-146,-1,448,13.940732841,7.008455854,6.932276986,0.380894340,-11.50300907,-11.12211473,509,4
16,045,Gem County,8308,273,3.3,ID,1425,4621,3989,1749,16719,16719,18112,525,200,203,-3,-1,528,527,1,148,11.204795653,11.372867587,-0.168071935,-0.056023978,29.580660523,29.524636544,452,6
16,047,Gooding County,8222,217,2.6,ID,1974,3624,2671,1481,15464,15472,15179,63,191,117,74,0,-9,-9,-2,31,12.609341475,7.724046872,4.885294603,0,-0.594157452,-0.594157452,636,8
16,049,Idaho County,6563,298,4.5,ID,1125,4209,4227,2419,16267,16267,16667,191,149,179,-30,1,219,220,1,520,8.991340555,10.801677579,-1.810337024,0.060344568,13.215460278,13.275804846,383,1
16,051,Jefferson County,14035,326,2.3,ID,1749,4440,6220,3616,26140,26144,29871,466,496,163,333,-1,135,134,-1,141,16.735272286,5.499696336,11.23557595,-0.033740468,4.554963223,4.521222755,1052,4
16,053,Jerome County,12199,315,2.6,ID,3150,4620,4252,2098,22374,22355,24412,346,367,152,215,93,41,134,-3,116,15.140888651,6.270885763,8.870002888,3.836791947,1.691488923,5.528280870,1198,9
